Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What is the Nature of this Code Violation?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
05/28/2016,Completed,05/31/2016,16-03691882,Sanitation Code Violation,Standing water,1625 W NELSON ST,60657,1164954.76916634,1920314.77182763,32,19,6,41.936950994755776,-87.66917671314503,"(41.936950994755776, -87.66917671314503)"
05/28/2016,Completed,05/31/2016,16-03694687,Sanitation Code Violation,Standing water,7105 W 64TH PL,60638,1130151.65013166,1860937.55446911,23,8,64,41.774679213390236,-87.79844437799329,"(41.774679213390236, -87.79844437799329)"
05/16/2016,Completed,05/31/2016,16-03387444,Sanitation Code Violation,Standing water,2110 W LEXINGTON ST,60612,1162424.76643014,1896758.02999792,28,12,28,41.87236294594847,-87.67913505514132,"(41.87236294594847, -87.67913505514132)"
05/16/2016,Completed,05/31/2016,16-03387447,Sanitation Code Violation,Standing water,2111 W FLOURNOY ST,60612,1162417.81739167,1897074.88993349,28,12,28,41.87323258348981,-87.67915170192597,"(41.87323258348981, -87.67915170192597)"
05/26/2016,Completed,06/01/2016,16-03659404,Sanitation Code Violation,Standing water,5401 W FOSTER AVE,60630,1139386.4415153,1934058.03961384,45,16,11,41.97516890506147,-87.76280860921301,"(41.97516890506147, -87.76280860921301)"
05/17/2016,Completed,06/01/2016,16-03411813,Sanitation Code Violation,Standing water,8104 S OAKLEY AVE,60620,1162433.82863093,1850856.2783816,18,8,70,41.746402804142846,-87.6803821759459,"(41.746402804142846, -87.6803821759459)"
06/02/2016,Completed,06/02/2016,16-03809686,Sanitation Code Violation,Standing water,4267 N CLARENDON AVE,60613,1170144.59617574,1928717.29002648,46,19,3,41.9598959061717,-87.64985722741758,"(41.9598959061717, -87.64985722741758)"
06/01/2016,Completed,06/02/2016,16-03803351,Sanitation Code Violation,Standing water,2743 N PARKSIDE AVE,60639,1138239.12032115,1917672.97318341,30,25,19,41.93022758704627,-87.76742562760734,"(41.93022758704627, -87.76742562760734)"
05/16/2016,Completed,06/02/2016,16-03385824,Sanitation Code Violation,Standing water,1538 W 80TH ST,60620,1167365.78829768,1851676.15891309,21,6,71,41.7485485505833,-87.66228685515316,"(41.7485485505833, -87.66228685515316)"
06/05/2016,Completed,06/06/2016,16-03892161,Sanitation Code Violation,Standing water,1836 N NORMANDY AVE,60707,1131461.13471564,1911479.36820163,29,25,25,41.913351631531164,-87.79247707673518,"(41.913351631531164, -87.79247707673518)"
06/05/2016,Completed,06/06/2016,16-03898085,Sanitation Code Violation,Standing water,4724 N KENMORE AVE,60640,1168394.51290856,1931542.71262058,46,19,3,41.967687084508306,-87.65620920982397,"(41.967687084508306, -87.65620920982397)"
06/05/2016,Completed,06/06/2016,16-03902315,Sanitation Code Violation,Standing water,4635 S KOLMAR AVE,60632,1146804.0391225,1873516.07363061,14,8,57,41.808896239600024,-87.73707839474409,"(41.808896239600024, -87.73707839474409)"
06/03/2016,Completed,06/06/2016,16-03839388,Sanitation Code Violation,Standing water,2710 W BELMONT AVE,60618,1157778.05368566,1921154.62352637,33,17,21,41.93940514412593,-87.69552921216787,"(41.93940514412593, -87.69552921216787)"
06/02/2016,Completed,06/06/2016,16-03826169,Sanitation Code Violation,Standing water,1253 W WILSON AVE,60640,1166993.48459055,1930677.10720097,46,19,3,41.96534210085112,-87.66138559666204,"(41.96534210085112, -87.66138559666204)"
06/01/2016,Completed,06/06/2016,16-03781763,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
06/01/2016,Completed,06/06/2016,16-03781828,Sanitation Code Violation,Standing water,4635 S KOLMAR AVE,60632,1146804.0391225,1873516.07363061,14,8,57,41.808896239600024,-87.73707839474409,"(41.808896239600024, -87.73707839474409)"
05/27/2016,Completed,06/06/2016,16-03684215,Sanitation Code Violation,Standing water,4635 S KOLMAR AVE,60632,1146804.0391225,1873516.07363061,14,8,57,41.808896239600024,-87.73707839474409,"(41.808896239600024, -87.73707839474409)"
06/06/2016,Completed,06/07/2016,16-03905567,Sanitation Code Violation,Standing water,1072 S MCCORMICK PL BUSWAY,60605,1178104.36061771,1895637.9970869,4,1,32,41.868947160503936,-87.6216030269354,"(41.868947160503936, -87.6216030269354)"
06/06/2016,Completed,06/07/2016,16-03917939,Sanitation Code Violation,Standing water,4548 N KOSTNER AVE,60630,1146021.39408748,1929863.79511926,39,17,16,41.96353573562277,-87.73851645137988,"(41.96353573562277, -87.73851645137988)"
06/05/2016,Completed,06/07/2016,16-03896599,Sanitation Code Violation,Standing water,2511 W AINSLIE ST,60625,1158732.52309462,1932597.84459074,40,20,4,41.97078646074197,-87.69170637813164,"(41.97078646074197, -87.69170637813164)"
06/02/2016,Completed,06/07/2016,16-03826712,Sanitation Code Violation,Standing water,1818 W ADDISON ST,60613,1163506.70000836,1923936.0599735,47,19,5,41.946918667189166,-87.67439625430015,"(41.946918667189166, -87.67439625430015)"
06/01/2016,Completed,06/07/2016,16-03799143,Sanitation Code Violation,Standing water,10060 S VAN VLISSINGEN RD,60617,1192301.39260955,1838680.89459015,7,4,51,41.7123183361152,-87.57133667540894,"(41.7123183361152, -87.57133667540894)"
05/25/2016,Completed,06/07/2016,16-03632496,Sanitation Code Violation,Standing water,3324 W FLOURNOY ST,60624,1154314.66769443,1896837.56279828,24,11,27,41.87274694782249,-87.70890875955827,"(41.87274694782249, -87.70890875955827)"
06/03/2016,Completed,06/08/2016,16-03835744,Sanitation Code Violation,Standing water,1650 E 68TH ST,60649,1188560.93597889,1860221.77287054,5,3,43,41.77151862189652,-87.58434849628722,"(41.77151862189652, -87.58434849628722)"
05/27/2016,Completed,06/08/2016,16-03676253,Sanitation Code Violation,Standing water,4435 W 55TH ST,60632,1147616.33400373,1867768.92060689,13,8,62,41.793109666674205,-87.7342459390167,"(41.793109666674205, -87.7342459390167)"
05/23/2016,Completed,06/08/2016,16-03568191,Sanitation Code Violation,Standing water,1709 N CICERO AVE,60639,1144137.88568197,1910975.41090137,37,25,25,41.91173991191364,-87.74591742416231,"(41.91173991191364, -87.74591742416231)"
06/07/2016,Completed,06/09/2016,16-03930375,Sanitation Code Violation,Standing water,4521 W 59TH ST,60629,1147150.53946758,1865102.69507327,13,8,65,41.78580201231833,-87.73602190835972,"(41.78580201231833, -87.73602190835972)"
06/03/2016,Completed,06/09/2016,16-03852340,Sanitation Code Violation,Standing water,1637 W 18TH ST,60608,1165680.67001731,1891466.8002796,25,12,31,41.85777463381049,-87.66733194417431,"(41.85777463381049, -87.66733194417431)"
05/28/2016,Completed - Dup,06/09/2016,16-03705770,Sanitation Code Violation,Standing water,12040 S INDIANA AVE,60628,1179744.46068288,1825073.86056998,9,5,53,41.675274465048844,-87.61773738084187,"(41.675274465048844, -87.61773738084187)"
05/28/2016,Completed,06/09/2016,16-03705684,Sanitation Code Violation,Standing water,12040 S INDIANA AVE,60628,1179744.46068288,1825073.86056998,9,5,53,41.675274465048844,-87.61773738084187,"(41.675274465048844, -87.61773738084187)"
06/09/2016,Completed,06/10/2016,16-04021260,Sanitation Code Violation,Standing water,4263 N CLARENDON AVE,60613,1170150.94692296,1928500.18328641,46,19,3,41.959300019318924,-87.64984024584751,"(41.959300019318924, -87.64984024584751)"
05/20/2016,Completed,06/10/2016,16-03496645,Sanitation Code Violation,Standing water,7854 S HAMILTON AVE,60620,1163397.45000642,1852546.91642397,18,6,71,41.75102204554427,-87.6768039584697,"(41.75102204554427, -87.6768039584697)"
06/05/2016,Completed,06/13/2016,16-03889019,Sanitation Code Violation,Standing water,13305 S AVENUE N,60633,1201417.34950193,1817355.5965761,10,4,55,41.65357345114438,-87.53867250621899,"(41.65357345114438, -87.53867250621899)"
06/01/2016,Completed,06/13/2016,16-03794542,Sanitation Code Violation,Standing water,8923 S COMMERCIAL AVE,60617,1197693.17279864,1846377.4129857,10,4,46,41.733305604236634,-87.55133476714532,"(41.733305604236634, -87.55133476714532)"
06/01/2016,Completed,06/13/2016,16-03794652,Sanitation Code Violation,Standing water,2920 E 90TH ST,60617,1197168.36632604,1845853.53647815,10,4,46,41.731881112867214,-87.55327473927872,"(41.731881112867214, -87.55327473927872)"
06/01/2016,Completed,06/13/2016,16-03797762,Sanitation Code Violation,Standing water,6140 S DR MARTIN LUTHER KING JR DR,60637,1179974.21732123,1864388.26147518,20,3,40,41.78315277063892,-87.61569672029881,"(41.78315277063892, -87.61569672029881)"
06/15/2016,Completed,06/15/2016,16-04159212,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.86992036,1873104.40358949,14,8,57,41.80774719359453,-87.73337035816313,"(41.80774719359453, -87.73337035816313)"
06/15/2016,Completed,06/15/2016,16-04159213,Sanitation Code Violation,Standing water,4432 W 47TH ST,60632,1147483.529801,1873095.75220467,14,8,57,41.80772985108241,-87.7345968660238,"(41.80772985108241, -87.7345968660238)"
06/15/2016,Completed,06/15/2016,16-04159214,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
06/14/2016,Completed,06/15/2016,16-04142661,Sanitation Code Violation,Standing water,2799 S ASHLAND AVE,60608,1166139.22570094,1885327.04572948,25,9,31,41.84091679784841,-87.6658239521947,"(41.84091679784841, -87.6658239521947)"
06/15/2016,Completed,06/16/2016,16-04188260,Sanitation Code Violation,Standing water,6950 N RAVENSWOOD AVE,60626,1163086.62288779,1946155.69790757,49,24,1,42.00789904926938,-87.67531294923099,"(42.00789904926938, -87.67531294923099)"
06/14/2016,Completed,06/17/2016,16-04142875,Sanitation Code Violation,Standing water,2729 N ASHLAND AVE,60614,1165194.81619021,1918209.20280733,32,19,7,41.93116809159843,-87.66835453006135,"(41.93116809159843, -87.66835453006135)"
06/17/2016,Completed,06/20/2016,16-04229610,Sanitation Code Violation,Standing water,3206 N DAMEN AVE,60618,1162448.3546064,1921315.27227445,32,19,5,41.93974934024577,-87.67836003166566,"(41.93974934024577, -87.67836003166566)"
06/15/2016,Completed,06/20/2016,16-04184851,Sanitation Code Violation,Standing water,1744 N ST LOUIS AVE,60647,1152984.11567012,1911551.02800727,26,14,23,41.913148607273364,-87.71340355342332,"(41.913148607273364, -87.71340355342332)"
06/01/2016,Completed,06/20/2016,16-03798879,Sanitation Code Violation,Standing water,331 S SACRAMENTO BLVD,60612,1156430.35949991,1898374.99971993,27,11,27,41.87692333300825,-87.70109947259378,"(41.87692333300825, -87.70109947259378)"
06/21/2016,Completed,06/22/2016,16-04341879,Sanitation Code Violation,Standing water,5244 S ST LOUIS AVE,60632,1153933.06197043,1869624.0399684,14,8,63,41.79807725213718,-87.71103365520796,"(41.79807725213718, -87.71103365520796)"
06/22/2016,Completed,06/23/2016,16-04370745,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.86992036,1873104.40358949,14,8,57,41.80774719359453,-87.73337035816313,"(41.80774719359453, -87.73337035816313)"
06/22/2016,Completed,06/23/2016,16-04370747,Sanitation Code Violation,Standing water,4432 W 47TH ST,60632,1147483.529801,1873095.75220467,14,8,57,41.80772985108241,-87.7345968660238,"(41.80772985108241, -87.7345968660238)"
06/24/2016,Completed,06/24/2016,16-04405776,Sanitation Code Violation,Standing water,3114 S WESTERN AVE,60608,1160917.21688199,1884178.14901723,25,9,31,41.837873869143756,-87.68501865529888,"(41.837873869143756, -87.68501865529888)"
06/23/2016,Completed,06/24/2016,16-04383005,Sanitation Code Violation,Standing water,2221 W ARTHUR AVE,60645,1160235.68533134,1943113.96231201,50,24,2,41.99961208320169,-87.68588680745998,"(41.99961208320169, -87.68588680745998)"
06/12/2016,Completed,06/24/2016,16-04090231,Sanitation Code Violation,Standing water,10424 S HOMAN AVE,60655,1155510.8932823,1835293.02907047,19,22,74,41.70383587977674,-87.70616512459253,"(41.70383587977674, -87.70616512459253)"
06/07/2016,Completed,06/24/2016,16-03938341,Sanitation Code Violation,Standing water,9854 S CHARLES ST,60643,1167538.06417777,1839494.23151597,19,22,72,41.715115849620524,-87.66200374326054,"(41.715115849620524, -87.66200374326054)"
06/23/2016,Completed,06/26/2016,16-04385431,Sanitation Code Violation,Standing water,2929 N WASHTENAW AVE,60618,1157868.01871821,1919350.80491746,33,14,21,41.93445350589606,-87.69524790900395,"(41.93445350589606, -87.69524790900395)"
05/28/2016,Completed,06/27/2016,16-03697281,Sanitation Code Violation,Standing water,5347 S HOYNE AVE,60609,1163270.3904318,1869094.15309397,16,9,61,41.79643258006111,-87.67680666790994,"(41.79643258006111, -87.67680666790994)"
06/28/2016,Completed,06/29/2016,16-04521038,Sanitation Code Violation,Standing water,3114 S WESTERN AVE,60608,1160917.21688199,1884178.14901723,25,9,31,41.837873869143756,-87.68501865529888,"(41.837873869143756, -87.68501865529888)"
06/28/2016,Completed,06/30/2016,16-04533284,Sanitation Code Violation,Standing water,2250 W WINNEMAC AVE,60625,1160769.31690231,1933466.59200131,40,20,4,41.97312824037504,-87.68419270523145,"(41.97312824037504, -87.68419270523145)"
06/29/2016,Completed - Dup,06/30/2016,16-04549713,Sanitation Code Violation,Standing water,2250 W WINNEMAC AVE,60625,1160769.31690231,1933466.59200131,40,20,4,41.97312824037504,-87.68419270523145,"(41.97312824037504, -87.68419270523145)"
06/28/2016,Completed - Dup,06/30/2016,16-04530693,Sanitation Code Violation,Standing water,408 W WISCONSIN ST,60614,1173205.33801841,1912929.28778107,43,18,7,41.91650551854079,-87.63907470240643,"(41.91650551854079, -87.63907470240643)"
06/23/2016,Completed,07/01/2016,16-04377254,Sanitation Code Violation,Standing water,3676 W GRAND AVE,60651,1151481.03006873,1907925.53020059,26,25,23,41.90322957916876,-87.71902097783568,"(41.90322957916876, -87.71902097783568)"
05/27/2016,Completed,07/06/2016,16-03671154,Sanitation Code Violation,Standing water,110 W CHESTNUT ST,60610,1175280.47477987,1906190.17308344,2,18,8,41.897966724755044,-87.63165333104341,"(41.897966724755044, -87.63165333104341)"
07/07/2016,Completed,07/07/2016,16-04764594,Sanitation Code Violation,Standing water,7415 N ALBANY AVE,60645,1154526.27057889,1949037.51419997,50,24,2,42.01598309069784,-87.70673085899546,"(42.01598309069784, -87.70673085899546)"
07/06/2016,Completed,07/07/2016,16-04749164,Sanitation Code Violation,Standing water,233 W JACKSON BLVD,60606,1174640.40020652,1898950.02749741,42,1,32,41.87811369187677,-87.6342208929046,"(41.87811369187677, -87.6342208929046)"
07/06/2016,Completed,07/07/2016,16-04755173,Sanitation Code Violation,Standing water,505 W MELROSE ST,60657,1172280.64037487,1921909.80498905,44,19,6,41.94116892983005,-87.64220603163172,"(41.94116892983005, -87.64220603163172)"
07/03/2016,Completed,07/07/2016,16-04659269,Sanitation Code Violation,Standing water,6702 S CLYDE AVE,60649,1191364.94011686,1860946.33702539,5,3,43,41.773439412626594,-87.57404669407713,"(41.773439412626594, -87.57404669407713)"
06/01/2016,Completed,07/07/2016,16-03790420,Sanitation Code Violation,Standing water,2321 W THOMAS ST,60622,1160733.47346581,1907265.26569235,1,12,24,41.901230915324525,-87.68505309945752,"(41.901230915324525, -87.68505309945752)"
06/01/2016,Completed,07/07/2016,16-03797954,Sanitation Code Violation,Standing water,1351 W OHIO ST,60642,1167259.99720316,1904134.9081069,1,12,24,41.8925031608163,-87.66117073677827,"(41.8925031608163, -87.66117073677827)"
07/07/2016,Completed,07/08/2016,16-04771997,Sanitation Code Violation,Standing water,3114 S WESTERN AVE,60608,1160917.21688199,1884178.14901723,25,9,31,41.837873869143756,-87.68501865529888,"(41.837873869143756, -87.68501865529888)"
06/22/2016,Completed,07/08/2016,16-04363396,Sanitation Code Violation,Standing water,34 W 108TH PL,60628,1177957.18996633,1833024.02001666,34,5,49,41.69713142521954,-87.62403951120261,"(41.69713142521954, -87.62403951120261)"
07/08/2016,Completed,07/10/2016,16-04807079,Sanitation Code Violation,Standing water,3114 S WESTERN AVE,60608,1160917.21688199,1884178.14901723,25,9,31,41.837873869143756,-87.68501865529888,"(41.837873869143756, -87.68501865529888)"
07/07/2016,Completed,07/11/2016,16-04776112,Sanitation Code Violation,Standing water,2910 N PARKSIDE AVE,60634,1138203.32668329,1918781.57733133,31,25,19,41.93327036365049,-87.76753027786063,"(41.93327036365049, -87.76753027786063)"
06/04/2016,Completed,07/11/2016,16-03878160,Sanitation Code Violation,Standing water,4222 S ARTESIAN AVE,60632,1160723.46530865,1876572.71738964,15,9,58,41.81700769727047,-87.68593992334011,"(41.81700769727047, -87.68593992334011)"
07/12/2016,Completed,07/13/2016,16-04914031,Sanitation Code Violation,Standing water,3720 W GIDDINGS ST,60625,1150598.20079402,1931304.42998269,35,17,14,41.96740051839503,-87.7216511007351,"(41.96740051839503, -87.7216511007351)"
07/08/2016,Completed,07/15/2016,16-04797991,Sanitation Code Violation,Standing water,6710 S KOLMAR AVE,60629,1147202.24998207,1859676.52090807,13,8,65,41.77091070849764,-87.7359705133767,"(41.77091070849764, -87.7359705133767)"
06/21/2016,Completed,07/18/2016,16-04330722,Sanitation Code Violation,Standing water,1426 S HOMAN AVE,60623,1153931.2174876,1892931.5540888,24,10,29,41.86203607862724,-87.71042065008996,"(41.86203607862724, -87.71042065008996)"
07/15/2016,Completed,07/19/2016,16-04995703,Sanitation Code Violation,Standing water,3249 W 53RD ST,60632,1155527.4788175,1869296.09062084,14,8,63,41.79714549002947,-87.70519537843808,"(41.79714549002947, -87.70519537843808)"
07/19/2016,Completed,07/20/2016,16-05079294,Sanitation Code Violation,Standing water,3800 W 55TH ST,60632,1151975.21833215,1867860.17739323,23,8,62,41.79327562223136,-87.7182597775638,"(41.79327562223136, -87.7182597775638)"
07/17/2016,Completed,07/20/2016,16-05030547,Sanitation Code Violation,Standing water,3459 W LELAND AVE,60625,1152396.14002119,1931012.42997596,33,17,14,41.966563838385014,-87.7150479809165,"(41.966563838385014, -87.7150479809165)"
07/18/2016,Completed,07/21/2016,16-05065088,Sanitation Code Violation,Standing water,5459 W IRVING PARK RD,60641,1139239.75013212,1926060.32632043,38,16,15,41.95322514372333,-87.76354362950404,"(41.95322514372333, -87.76354362950404)"
06/25/2016,Completed,07/21/2016,16-04442686,Sanitation Code Violation,Standing water,11919 S EMERALD AVE,60628,1173475.76602617,1825825.83991178,34,5,53,41.677478589804586,-87.6406598008178,"(41.677478589804586, -87.6406598008178)"
07/24/2016,Completed,07/25/2016,16-05183703,Sanitation Code Violation,Standing water,4428 N RACINE AVE,60640,1167488.03848574,1929680.83002297,46,19,3,41.962597623731796,-87.6595960466111,"(41.962597623731796, -87.6595960466111)"
07/21/2016,Completed,07/25/2016,16-05138334,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
07/18/2016,Completed,07/25/2016,16-05059861,Sanitation Code Violation,Standing water,3750 W SUNNYSIDE AVE,60625,1150912.58809476,1929651.24291375,35,17,14,41.962857896142225,-87.72053859908436,"(41.962857896142225, -87.72053859908436)"
07/19/2016,Completed,07/25/2016,16-05077102,Sanitation Code Violation,Standing water,1547 W HADDON AVE,60642,1165784.22319773,1907810.6038002,2,12,24,41.90262112798473,-87.66648570623212,"(41.90262112798473, -87.66648570623212)"
07/26/2016,Completed,07/26/2016,16-05224959,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.86992036,1873104.40358949,14,8,57,41.80774719359453,-87.73337035816313,"(41.80774719359453, -87.73337035816313)"
07/26/2016,Completed,07/26/2016,16-05225046,Sanitation Code Violation,Standing water,4432 W 47TH ST,60632,1147483.529801,1873095.75220467,14,8,57,41.80772985108241,-87.7345968660238,"(41.80772985108241, -87.7345968660238)"
07/23/2016,Completed,07/26/2016,16-05176772,Sanitation Code Violation,Standing water,4721 N WINCHESTER AVE,60640,1162563.2184315,1931367.0002252,47,19,4,41.96732938168413,-87.67765522899687,"(41.96732938168413, -87.67765522899687)"
07/25/2016,Completed,07/26/2016,16-05197327,Sanitation Code Violation,Standing water,4344 S WOOD ST,60609,1165075.24012516,1875882.47708334,15,9,61,41.815022520922255,-87.66999599010309,"(41.815022520922255, -87.66999599010309)"
06/30/2016,Completed,07/26/2016,16-04577343,Sanitation Code Violation,Standing water,6952 S NORMAL BLVD,60621,1174149.26431373,1858816.88502664,6,7,68,41.76799570579501,-87.63721812023024,"(41.76799570579501, -87.63721812023024)"
07/21/2016,Completed,07/28/2016,16-05138348,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.86992036,1873104.40358949,14,8,57,41.80774719359453,-87.73337035816313,"(41.80774719359453, -87.73337035816313)"
07/21/2016,Completed,07/28/2016,16-05138349,Sanitation Code Violation,Standing water,4432 W 47TH ST,60632,1147483.529801,1873095.75220467,14,8,57,41.80772985108241,-87.7345968660238,"(41.80772985108241, -87.7345968660238)"
07/27/2016,Completed,07/29/2016,16-05269315,Sanitation Code Violation,Standing water,1900 N HALSTED ST,60614,1170660.97329602,1912729.62833309,43,18,7,41.916013781618446,-87.64842840158788,"(41.916013781618446, -87.64842840158788)"
07/13/2016,Completed,07/29/2016,16-04942500,Sanitation Code Violation,Standing water,2129 W 50TH ST,60609,1162923.35982601,1871491.55198858,15,9,61,41.80301860706759,-87.67801223866199,"(41.80301860706759, -87.67801223866199)"
06/10/2016,Completed,07/29/2016,16-04038997,Sanitation Code Violation,Standing water,1611 N ROCKWELL ST,60647,1158785.75287244,1910617.01059049,1,14,24,41.91046854170123,-87.69211523672415,"(41.91046854170123, -87.69211523672415)"
07/31/2016,Completed,08/01/2016,16-05394800,Sanitation Code Violation,Standing water,2799 N CICERO AVE,60639,1143904.21159556,1918186.79006891,31,25,19,41.931533058597715,-87.74659461637016,"(41.931533058597715, -87.74659461637016)"
07/09/2016,Completed,08/01/2016,16-04821104,Sanitation Code Violation,Standing water,4707 N LAPORTE AVE,60630,1142509.43270317,1930847.62682212,45,16,15,41.96630162572217,-87.751404356497,"(41.96630162572217, -87.751404356497)"
06/29/2016,Completed,08/01/2016,16-04548503,Sanitation Code Violation,Standing water,8045 S ST LOUIS AVE,60652,1154453.11727503,1850923.48988938,18,8,70,41.74674970821937,-87.7096238426946,"(41.74674970821937, -87.7096238426946)"
08/01/2016,Completed,08/02/2016,16-05410639,Sanitation Code Violation,Standing water,4352 W 47TH ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
08/01/2016,Completed,08/02/2016,16-05410641,Sanitation Code Violation,Standing water,4635 S KOLMAR AVE,60632,1146804.0391225,1873516.07363061,14,8,57,41.808896239600024,-87.73707839474409,"(41.808896239600024, -87.73707839474409)"
08/01/2016,Completed,08/02/2016,16-05410746,Sanitation Code Violation,Standing water,4400 W 47TH ST,60632,1147817.86992036,1873104.40358949,14,8,57,41.80774719359453,-87.73337035816313,"(41.80774719359453, -87.73337035816313)"
08/01/2016,Completed,08/02/2016,16-05410749,Sanitation Code Violation,Standing water,4432 W 47TH ST,60632,1147483.529801,1873095.75220467,14,8,57,41.80772985108241,-87.7345968660238,"(41.80772985108241, -87.7345968660238)"
07/18/2016,Completed,08/02/2016,16-05053239,Sanitation Code Violation,Standing water,4707 N LAPORTE AVE,60630,1142509.43270317,1930847.62682212,45,16,15,41.96630162572217,-87.751404356497,"(41.96630162572217, -87.751404356497)"
07/18/2016,Completed,08/02/2016,16-05056472,Sanitation Code Violation,Standing water,6613 S STEWART AVE,60621,1174765.73551105,1861024.28988419,6,7,68,41.774039362468905,-87.6348927713651,"(41.774039362468905, -87.6348927713651)"
07/18/2016,Completed,08/02/2016,16-05058902,Sanitation Code Violation,Standing water,11021 S SPRINGFIELD AVE,60655,1152324.00671966,1831135.49982971,19,22,74,41.692489907784534,-87.71794382710748,"(41.692489907784534, -87.71794382710748)"
07/14/2016,Completed,08/02/2016,16-04973543,Sanitation Code Violation,Standing water,2321 W THOMAS ST,60622,1160733.47346581,1907265.26569235,1,12,24,41.901230915324525,-87.68505309945752,"(41.901230915324525, -87.68505309945752)"
07/07/2016,Completed,08/02/2016,16-04769633,Sanitation Code Violation,Standing water,2321 W THOMAS ST,60622,1160733.47346581,1907265.26569235,1,12,24,41.901230915324525,-87.68505309945752,"(41.901230915324525, -87.68505309945752)"
07/12/2016,Completed - Dup,08/02/2016,16-04917162,Sanitation Code Violation,Standing water,12238 S MICHIGAN AVE,60628,1179051.25048421,1823726.20523365,9,5,53,41.67159206404832,-87.62031546200538,"(41.67159206404832, -87.62031546200538)"
07/25/2016,Completed,08/03/2016,16-05204525,Sanitation Code Violation,Standing water,2134 W HURON ST,60612,1162049.74217318,1904654.66731987,1,12,24,41.894039831232725,-87.68029131452248,"(41.894039831232725, -87.68029131452248)"
07/21/2016,Completed,08/03/2016,16-05137620,Sanitation Code Violation,Standing water,8419 S DORCHESTER AVE,60619,1187003.38830052,1849439.45002459,8,4,45,41.74196799758749,-87.59039917887534,"(41.74196799758749, -87.59039917887534)"
08/02/2016,Completed,08/04/2016,16-05457114,Sanitation Code Violation,Standing water,2054 N KILPATRICK AVE,60639,1144717.80258128,1913329.80851861,36,25,19,41.91818970434443,-87.74372750081992,"(41.91818970434443, -87.74372750081992)"
08/02/2016,Completed,08/04/2016,16-05457115,Sanitation Code Violation,Standing water,2056 N KILPATRICK AVE,60639,1144717.50258128,1913339.50851861,36,25,19,41.91821632779321,-87.7437283580333,"(41.91821632779321, -87.7437283580333)"
08/02/2016,Completed,08/04/2016,16-05462566,Sanitation Code Violation,Standing water,5244 W DRUMMOND PL,60639,1140968.82382792,1917123.21022766,31,25,19,41.92866910279815,-87.75740806349557,"(41.92866910279815, -87.75740806349557)"
08/01/2016,Completed,08/04/2016,16-05425248,Sanitation Code Violation,Standing water,1445 W FRY ST,60642,1166503.33016834,1905776.41452256,1,12,24,41.89702380336866,-87.66390261735589,"(41.89702380336866, -87.66390261735589)"
07/15/2016,Completed,08/04/2016,16-04994039,Sanitation Code Violation,Standing water,5084 W GLADYS AVE,60644,1142364.86023319,1897859.70781633,28,15,25,41.87578201120817,-87.75275709660735,"(41.87578201120817, -87.75275709660735)"
07/08/2016,Completed,08/08/2016,16-04798073,Sanitation Code Violation,Standing water,5928 S WESTERN AVE,60636,1161386.5725144,1865285.80483295,16,8,66,41.78602124365685,-87.68382032687225,"(41.78602124365685, -87.68382032687225)"
07/21/2016,Completed,08/09/2016,16-05137522,Sanitation Code Violation,Standing water,1404 N HARDING AVE,60651,1149791.68526716,1909055.09998894,26,25,23,41.906362259733704,-87.7251969226244,"(41.906362259733704, -87.7251969226244)"
08/10/2016,Completed,08/10/2016,16-05651697,Sanitation Code Violation,Standing water,908 W BUENA AVE,60613,1169250.20598503,1928182.22106847,46,19,3,41.95844718700185,-87.65316100937363,"(41.95844718700185, -87.65316100937363)"
08/06/2016,Completed,08/10/2016,16-05557433,Sanitation Code Violation,Standing water,3900 N LEAVITT ST,60618,1160999.7257758,1925866.40871562,47,19,5,41.95226816855121,-87.68355737488719,"(41.95226816855121, -87.68355737488719)"
08/03/2016,Completed,08/10/2016,16-05482924,Sanitation Code Violation,Standing water,9401 S STONY ISLAND AVE,60617,1188490.51032532,1842937.85761982,8,4,48,41.724091605604116,-87.58515754810014,"(41.724091605604116, -87.58515754810014)"
08/10/2016,Completed,08/11/2016,16-05656214,Sanitation Code Violation,Standing water,5205 S SAYRE AVE,60638,1130602.2358944,1869275.7364261,23,8,56,41.7975530689224,-87.79660174591133,"(41.7975530689224, -87.79660174591133)"
